Rxn name	Formula	Gene-reaction association	LB	UB	Objective
r_0006	s_1543[c]  -> s_0004[ce] + s_0794[c] + s_1538[c] 		  0.00	   Inf	  0.00
r_0026	s_0294[c] + s_0991[c]  -> s_0180[c] + s_1029[c] 		  0.00	   Inf	  0.00
r_0043	s_0215[c] + 0.5 s_1275[c]  -> s_0212[c] 		  0.00	   Inf	  0.00
r_0044	s_0214[m] + s_0799[m]  -> s_0157[m] + s_0460[m] 		  0.00	   Inf	  0.00
r_0070	s_0290[m] + s_0807[m]  -> s_0287[m] + s_0532[m] + s_0799[m] 		  0.00	   Inf	  0.00
r_0086	s_1423[c]  -> s_0311[c] + s_0803[c] 		  0.00	   Inf	  0.00
r_0087	s_1422[c]  -> s_1423[c] 		  0.00	   Inf	  0.00
r_0094	s_0955[c] + s_1368[c]  -> s_0352[c] + s_0456[c] + s_0529[c] + 4 s_0794[c] 		  0.00	   Inf	  0.00
r_0099	s_0376[m] + s_1845[m]  -> s_0372[m] + s_0532[m] 		  0.00	   Inf	  0.00
r_0200	s_0418[c] + s_0803[c] + s_1275[c]  -> s_0419[c] + s_0837[c] + s_1151[c] 		  0.00	   Inf	  0.00
r_0461	s_0189[c] + s_0943[c]  -> s_0633[c] + s_1311[c] 		  0.00	   Inf	  0.00
r_0465	s_0412[c] + s_0803[c]  -> s_0419[c] + s_0557[c] 		  0.00	   Inf	  0.00
r_0475	s_0803[c] + s_0999[c]  -> s_0419[c] + s_0991[c] 		  0.00	   Inf	  0.00
r_0484	2 s_0752[m] + s_0838[m]  -> s_0756[m] + 2 s_0807[m] 		  0.00	   Inf	  0.00
r_0500	s_0529[c] + s_0952[c]  -> s_0373[c] + s_1003[c] 		  0.00	   Inf	  0.00
r_0695	s_0120[c] + s_1051[c]  -> s_0794[c] + s_1196[c] + s_1487[c] 		  0.00	   Inf	  0.00
r_0696	s_0062[c] + s_0803[c] + s_1198[c]  -> s_0063[c] + 2 s_0794[c] + s_1203[c] 		  0.00	   Inf	  0.00
r_0970	s_0434[c] + s_1616[c]  -> s_0586[c] + s_0803[c] + s_1620[c] 		  0.00	   Inf	  0.00
r_0971	s_0539[c] + s_1616[c]  -> s_0590[c] + s_0803[c] + s_1620[c] 		  0.00	   Inf	  0.00
r_0972	s_0785[c] + s_1616[c]  -> s_0617[c] + s_0803[c] + s_1620[c] 		  0.00	   Inf	  0.00
r_0973	s_1559[c] + s_1616[c]  -> s_0656[c] + s_0803[c] + s_1620[c] 		  0.00	   Inf	  0.00
